1,-3.188396,55.944425,340,-3.1881140922137643,55.944322393957,null
2,-3.1881140922137643,55.944322393957,340,-3.1878321844275286,55.944219787914,null
3,-3.1878321844275286,55.944219787914,300,-3.1876821844275285,55.94395998029287,bound.ends.matter
4,-3.1876821844275285,55.94395998029287,310,-3.1874893481446227,55.94373016695993,null
5,-3.1874893481446227,55.94373016695993,300,-3.1873393481446226,55.9434703593388,scale.chair.kinds
6,-3.1873393481446226,55.9434703593388,300,-3.1871893481446225,55.94321055171766,scale.chair.kinds
7,-3.1871893481446225,55.94321055171766,270,-3.1871893481446225,55.94291055171766,valve.elaborate.fortunate
8,-3.1871893481446225,55.94291055171766,0,-3.1868893481446223,55.94291055171766,valve.elaborate.fortunate
9,-3.1868893481446223,55.94291055171766,0,-3.186589348144622,55.94291055171766,null
10,-3.186589348144622,55.94291055171766,0,-3.186289348144622,55.94291055171766,hers.banks.goat
11,-3.186289348144622,55.94291055171766,0,-3.1859893481446218,55.94291055171766,null
12,-3.1859893481446218,55.94291055171766,0,-3.1856893481446216,55.94291055171766,dent.shins.cycle
13,-3.1856893481446216,55.94291055171766,40,-3.185459534811686,55.943103388000566,null
14,-3.185459534811686,55.943103388000566,30,-3.1851997271905503,55.943253388000564,null
15,-3.1851997271905503,55.943253388000564,0,-3.18489972719055,55.943253388000564,sentences.sings.modern
16,-3.18489972719055,55.943253388000564,320,-3.1846699138576144,55.94306055171766,courier.assume.bill
17,-3.1846699138576144,55.94306055171766,110,-3.184772519900612,55.943342459503896,brings.remedy.latter
18,-3.184772519900612,55.943342459503896,240,-3.184922519900612,55.94308265188276,courier.assume.bill
19,-3.184922519900612,55.94308265188276,110,-3.1850251259436098,55.943364559669,sentences.sings.modern
20,-3.1850251259436098,55.943364559669,80,-3.1849730314903097,55.94366000199491,hello.love.keys
21,-3.1849730314903097,55.94366000199491,110,-3.1850756375333074,55.943941909781145,null
22,-3.1850756375333074,55.943941909781145,100,-3.1851277319866074,55.94423735210705,null
23,-3.1851277319866074,55.94423735210705,80,-3.1850756375333074,55.94453279443296,acid.chair.butter
24,-3.1850756375333074,55.94453279443296,10,-3.1847801952074035,55.94458488888626,slide.leads.stores
25,-3.1847801952074035,55.94458488888626,70,-3.184677589164406,55.9448667966725,null
26,-3.184677589164406,55.9448667966725,60,-3.184527589164406,55.945126604293634,settle.title.united
27,-3.184527589164406,55.945126604293634,210,-3.1847873967855413,55.944976604293636,null
28,-3.1847873967855413,55.944976604293636,210,-3.185047204406677,55.94482660429364,slide.leads.stores
29,-3.185047204406677,55.94482660429364,220,-3.1852770177396126,55.94463376801073,acid.chair.butter
30,-3.1852770177396126,55.94463376801073,210,-3.185536825360748,55.944483768010734,atoms.vanish.foods
31,-3.185536825360748,55.944483768010734,230,-3.185729661643654,55.9442539546778,atoms.vanish.foods
32,-3.185729661643654,55.9442539546778,220,-3.1859594749765896,55.94406111839489,teams.mild.played
33,-3.1859594749765896,55.94406111839489,180,-3.18625947497659,55.94406111839489,null
34,-3.18625947497659,55.94406111839489,180,-3.18655947497659,55.94406111839489,lime.learns.front
35,-3.18655947497659,55.94406111839489,190,-3.186854917302494,55.94400902394159,null
36,-3.186854917302494,55.94400902394159,140,-3.1870847306354295,55.944201860224496,null
37,-3.1870847306354295,55.944201860224496,110,-3.187187336678427,55.944483768010734,null
38,-3.187187336678427,55.944483768010734,30,-3.1869275290572916,55.94463376801073,artist.gets.react
39,-3.1869275290572916,55.94463376801073,40,-3.186697715724356,55.94482660429364,null
40,-3.186697715724356,55.94482660429364,20,-3.18641580793812,55.94492921033664,null
41,-3.18641580793812,55.94492921033664,120,-3.1865658079381203,55.94518901795777,dragon.bottle.crisp
42,-3.1865658079381203,55.94518901795777,160,-3.186847715724356,55.945291624000774,dragon.bottle.crisp
43,-3.186847715724356,55.945291624000774,130,-3.1870405520072618,55.94552143733371,null
44,-3.1870405520072618,55.94552143733371,150,-3.1873003596283973,55.94567143733371,null
45,-3.1873003596283973,55.94567143733371,190,-3.187595801954301,55.945619342880406,null
46,-3.187595801954301,55.945619342880406,190,-3.187891244280205,55.9455672484271,null
47,-3.187891244280205,55.9455672484271,170,-3.188186686606109,55.945619342880406,skills.less.herb
48,-3.188186686606109,55.945619342880406,120,-3.188336686606109,55.94587915050154,bend.tubes.chops
